bt.A.x START 1
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |14.5 8.58 5.45|2671M 64.8M  313M 60.0G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:36
   0     0 |   0     0 |15.0 8.77 5.53|2671M 64.8M  313M 60.0G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:37
   0     0 |   0     0 |15.0 8.77 5.53|2671M 64.8M  313M 60.0G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:38
   0     0 |   0     0 |15.0 8.77 5.53|2671M 64.8M  313M 60.0G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:39
   0    12k|   0     0 |15.0 8.77 5.53|2670M 64.8M  313M 60.0G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:11:40
   0     0 |   0     0 |15.0 8.77 5.53|2670M 64.8M  313M 60.0G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:41
   0  1988k|   0     0 |15.4 8.95 5.61|2670M 64.8M  313M 60.0G| 21   0   0|   0  35.0 |  16M  984M|23-03 07:11:42
   0     0 |   0     0 |15.4 8.95 5.61|2670M 64.8M  313M 60.0G| 21   0   0|   0     0 |  16M  984M|23-03 07:11:43
   0     0 |   0     0 |15.4 8.95 5.61|2670M 64.8M  313M 60.0G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:44
   0    12k|   0     0 |15.4 8.95 5.61|2670M 64.8M  313M 60.0G| 21   0   0|   0  3.00 |  16M  984M|23-03 07:11:45
   0     0 |   0     0 |15.4 8.95 5.61|2670M 64.8M  313M 60.0G| 21   0   0|   0     0 |  16M  984M|23-03 07:11:46
   0     0 |   0     0 |15.8 9.13 5.68|2670M 64.8M  313M 60.0G| 20 1.0   0|   0  2.00 |  16M  984M|23-03 07:11:47
   0    12k|   0     0 |15.8 9.13 5.68|2670M 64.8M  313M 60.0G| 21   0   0|   0  1.00 |  16M  984M|23-03 07:11:48
   0     0 |   0     0 |15.8 9.13 5.68|3188M 64.8M  313M 59.5G| 20   0  17|   0     0 |  16M  984M|23-03 07:11:49
   0     0 |   0     0 |15.8 9.13 5.68|3189M 64.8M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:11:50
   0     0 |   0     0 |15.8 9.13 5.68|3189M 64.8M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:51
   0     0 |   0     0 |16.1 9.31 5.76|3189M 64.8M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:11:52
   0    12k|   0     0 |16.1 9.31 5.76|3189M 64.9M  313M 59.5G| 21   0   0|   0  3.00 |  16M  984M|23-03 07:11:53
   0     0 |   0     0 |16.1 9.31 5.76|3189M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:54
   0     0 |   0     0 |16.1 9.31 5.76|3189M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:55
   0     0 |   0     0 |16.1 9.31 5.76|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:56
   0     0 |   0     0 |16.4 9.49 5.84|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:57
   0     0 |   0     0 |16.4 9.49 5.84|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:58
   0     0 |   0     0 |16.4 9.49 5.84|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:11:59
   0    12k|   0     0 |16.4 9.49 5.84|3188M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:12:00
   0     0 |   0     0 |16.4 9.49 5.84|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:01
   0     0 |   0     0 |16.7 9.67 5.91|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:02
   0     0 |   0     0 |16.7 9.67 5.91|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:03
   0     0 |   0     0 |16.7 9.67 5.91|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:04
   0     0 |   0     0 |16.7 9.67 5.91|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:05
   0     0 |   0     0 |16.7 9.67 5.91|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:06
   0     0 |   0     0 |16.9 9.84 5.99|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:07
   0     0 |   0     0 |16.9 9.84 5.99|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:08
   0     0 |   0     0 |16.9 9.84 5.99|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:09
   0     0 |   0     0 |16.9 9.84 5.99|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:10
   0     0 |   0     0 |16.9 9.84 5.99|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:11
   0  1988k|   0     0 |17.2 10.0 6.06|3187M 64.9M  313M 59.5G| 20   0   0|   0  43.0 |  16M  984M|23-03 07:12:12
   0     0 |   0     0 |17.2 10.0 6.06|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:13
   0     0 |   0     0 |17.2 10.0 6.06|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:14
   0     0 |   0     0 |17.2 10.0 6.06|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:15
   0     0 |   0     0 |17.2 10.0 6.06|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:16
   0  4096B|   0     0 |17.4 10.2 6.14|3187M 64.9M  313M 59.5G| 20   0   0|   0  1.00 |  16M  984M|23-03 07:12:17
   0    12k|   0     0 |17.4 10.2 6.14|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:12:18
   0     0 |   0     0 |17.4 10.2 6.14|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:19
   0     0 |   0     0 |17.4 10.2 6.14|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:20
   0     0 |   0     0 |17.4 10.2 6.14|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:21
   0     0 |   0     0 |17.6 10.3 6.21|3187M 64.9M  313M 59.5G| 22   0   0|   0     0 |  16M  984M|23-03 07:12:22
   0     0 |   0     0 |17.6 10.3 6.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:23
   0    12k|   0     0 |17.6 10.3 6.21|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:12:24
   0     0 |   0     0 |17.6 10.3 6.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:25
   0     0 |   0     0 |17.6 10.3 6.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:26
   0  4096B|   0     0 |17.8 10.5 6.28|3187M 64.9M  313M 59.5G| 20   0   0|   0  1.00 |  16M  984M|23-03 07:12:27
   0     0 |   0     0 |17.8 10.5 6.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:28
   0     0 |   0     0 |17.8 10.5 6.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:29
   0     0 |   0     0 |17.8 10.5 6.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:30
   0     0 |   0     0 |17.8 10.5 6.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:31
   0     0 |   0     0 |18.0 10.7 6.36|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:32
   0     0 |   0     0 |18.0 10.7 6.36|3187M 64.9M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:12:33
   0     0 |   0     0 |18.0 10.7 6.36|3187M 64.9M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:12:34
   0     0 |   0     0 |18.0 10.7 6.36|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:35
   0     0 |   0     0 |18.0 10.7 6.36|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:36
   0     0 |   0     0 |18.1 10.8 6.43|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:37
   0     0 |   0     0 |18.1 10.8 6.43|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:38
   0     0 |   0     0 |18.1 10.8 6.43|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:39
   0     0 |   0     0 |18.1 10.8 6.43|3187M 64.9M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:12:40
   0     0 |   0     0 |18.1 10.8 6.43|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:41
   0  1512k|   0     0 |18.3 11.0 6.50|3187M 64.9M  313M 59.5G| 20   0   0|   0  50.0 |  16M  984M|23-03 07:12:42
   0     0 |   0     0 |18.3 11.0 6.50|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:43
   0     0 |   0     0 |18.3 11.0 6.50|3187M 64.9M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:12:44
   0    12k|   0     0 |18.3 11.0 6.50|3187M 64.9M  313M 59.5G| 21   0   0|   0  3.00 |  16M  984M|23-03 07:12:45
   0     0 |   0     0 |18.3 11.0 6.50|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:46
   0     0 |   0     0 |18.4 11.1 6.58|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:47
   0    12k|   0     0 |18.4 11.1 6.58|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:12:48
   0     0 |   0     0 |18.4 11.1 6.58|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:49
   0     0 |   0     0 |18.4 11.1 6.58|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:50
   0     0 |   0     0 |18.4 11.1 6.58|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:51
   0     0 |   0     0 |18.6 11.3 6.65|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:52
   0     0 |   0     0 |18.6 11.3 6.65|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:53
   0    12k|   0     0 |18.6 11.3 6.65|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:12:54
   0     0 |   0     0 |18.6 11.3 6.65|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:55
   0     0 |   0     0 |18.6 11.3 6.65|3187M 64.9M  313M 59.5G| 20   0 1.0|   0     0 |  16M  984M|23-03 07:12:56
   0     0 |   0     0 |18.7 11.4 6.72|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:57
   0     0 |   0     0 |18.7 11.4 6.72|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:58
   0     0 |   0     0 |18.7 11.4 6.72|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:12:59
   0     0 |   0     0 |18.7 11.4 6.72|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:00
   0    12k|   0     0 |18.7 11.4 6.72|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:13:01
   0     0 |   0     0 |18.8 11.5 6.79|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:02
   0    16k|   0     0 |18.8 11.5 6.79|3187M 64.9M  313M 59.5G| 22   0   0|   0  4.00 |  16M  984M|23-03 07:13:03
   0     0 |   0     0 |18.8 11.5 6.79|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:04
   0     0 |   0     0 |18.8 11.5 6.79|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:05
   0     0 |   0     0 |18.8 11.5 6.79|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:06
   0     0 |   0     0 |18.9 11.7 6.86|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:07
   0    12k|   0     0 |18.9 11.7 6.86|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:13:08
   0     0 |   0     0 |18.9 11.7 6.86|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:09
   0     0 |   0     0 |18.9 11.7 6.86|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:10
   0     0 |   0     0 |18.9 11.7 6.86|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:11
   0  1804k|   0     0 |19.0 11.8 6.93|3187M 64.9M  313M 59.5G| 20   0   0|   0  44.0 |  16M  984M|23-03 07:13:12
   0     0 |   0     0 |19.0 11.8 6.93|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:13
   0     0 |   0     0 |19.0 11.8 6.93|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:14
   0     0 |   0     0 |19.0 11.8 6.93|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:15
   0     0 |   0     0 |19.0 11.8 6.93|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:16
   0  8192B|   0     0 |19.1 12.0 7.00|3187M 64.9M  313M 59.5G| 20   0   0|   0  2.00 |  16M  984M|23-03 07:13:17
   0    12k|   0     0 |19.1 12.0 7.00|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:13:18
   0     0 |   0     0 |19.1 12.0 7.00|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:19
   0     0 |   0     0 |19.1 12.0 7.00|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:20
   0     0 |   0     0 |19.1 12.0 7.00|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:21
   0     0 |   0     0 |19.1 12.1 7.07|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:22
   0     0 |   0     0 |19.1 12.1 7.07|3187M 64.9M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:13:23
   0    12k|   0     0 |19.1 12.1 7.07|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:13:24
   0     0 |   0     0 |19.1 12.1 7.07|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:25
   0     0 |   0     0 |19.1 12.1 7.07|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:26
   0     0 |   0     0 |19.2 12.2 7.14|3187M 64.9M  313M 59.5G| 21   0   0|   0     0 |  16M  984M|23-03 07:13:27
   0     0 |   0     0 |19.2 12.2 7.14|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:28
   0     0 |   0     0 |19.2 12.2 7.14|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:29
   0     0 |   0     0 |19.2 12.2 7.14|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:30
   0     0 |   0     0 |19.2 12.2 7.14|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:31
   0     0 |   0     0 |19.3 12.3 7.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:32
   0     0 |   0     0 |19.3 12.3 7.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:33
   0     0 |   0     0 |19.3 12.3 7.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:34
   0     0 |   0     0 |19.3 12.3 7.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:35
   0     0 |   0     0 |19.3 12.3 7.21|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:36
   0     0 |   0     0 |19.3 12.5 7.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:37
   0     0 |   0     0 |19.3 12.5 7.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:38
   0     0 |   0     0 |19.3 12.5 7.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:39
   0     0 |   0     0 |19.3 12.5 7.28|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:40
   0    12k|   0     0 |19.3 12.5 7.28|3187M 64.9M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:13:41
   0  1624k|   0     0 |19.4 12.6 7.35|3187M 64.9M  313M 59.5G| 20   0   0|   0  30.0 |  16M  984M|23-03 07:13:42
   0     0 |   0     0 |19.4 12.6 7.35|3187M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:43
   0     0 |   0     0 |19.4 12.6 7.35|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:44
   0     0 |   0     0 |19.4 12.6 7.35|3188M 64.9M  313M 59.5G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:45
   0    12k|   0     0 |19.4 12.6 7.35|3188M 65.0M  313M 59.5G| 20   0   0|   0  3.00 |  16M  984M|23-03 07:13:46
   0    12k|   0     0 |18.1 12.5 7.33|2519M 65.0M  313M 60.2G| 21   0  17|   0  3.00 |  16M  984M|23-03 07:13:47
   0     0 |   0     0 |18.1 12.5 7.33|2525M 65.0M  313M 60.2G| 20   0  17|   0     0 |  16M  984M|23-03 07:13:48
   0     0 |   0     0 |18.1 12.5 7.33|2525M 65.0M  313M 60.2G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:49
   0     0 |   0     0 |18.1 12.5 7.33|2529M 65.0M  313M 60.2G| 19   0   0|   0     0 |  16M  984M|23-03 07:13:50
   0     0 |   0     0 |18.1 12.5 7.33|2519M 65.0M  313M 60.2G| 21   0  17|   0     0 |  16M  984M|23-03 07:13:51
   0     0 |   0     0 |18.3 12.6 7.39|2520M 65.0M  313M 60.2G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:52
   0    12k|   0     0 |18.3 12.6 7.39|2520M 65.0M  313M 60.2G| 20   0 1.0|   0  3.00 |  16M  984M|23-03 07:13:53
   0     0 |   0     0 |18.3 12.6 7.39|2520M 65.0M  313M 60.2G| 20   0 1.0|   0     0 |  16M  984M|23-03 07:13:54
   0     0 |   0     0 |18.3 12.6 7.39|2520M 65.0M  313M 60.2G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:55
   0     0 |   0     0 |18.3 12.6 7.39|2520M 65.0M  313M 60.2G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:56
   0     0 |   0     0 |18.4 12.7 7.46|2520M 65.0M  313M 60.2G| 20   0   0|   0     0 |  16M  984M|23-03 07:13:57
   0     0 |   0     0 |18.4 12.7 7.46|2519M 65.0M  313M 60.2G| 21   0   0|   0     0 |  16M  984M|23-03 07:13:58
   0    12k|   0     0 |18.4 12.7 7.46|2519M 65.0M  313M 60.2G| 12   0   0|   0  3.00 |  16M  984M|23-03 07:13:59
   0     0 |   0     0 |18.4 12.7 7.46|2519M 65.0M  313M 60.2G|9.0   0   0|   0     0 |  16M  984M|23-03 07:14:00
   0     0 |   0     0 |18.4 12.7 7.46|2519M 65.0M  313M 60.2G|6.0   0   0|   0     0 |  16M  984M|23-03 07:14:01
   0     0 |   0     0 |17.4 12.6 7.45|2541M 65.0M  314M 60.2G|6.0   0 1.0|   0     0 |  16M  984M|23-03 07:14:02
   0     0 |   0     0 |17.4 12.6 7.45|2540M 65.0M  314M 60.2G|6.0   0   0|   0     0 |  16M  984M|23-03 07:14:03
   0     0 |   0     0 |17.4 12.6 7.45|2677M 65.0M  315M 60.0G|6.0   0 1.0|   0     0 |  16M  984M|23-03 07:14:04
   0     0 |   0     0 |17.4 12.6 7.45|2677M 65.0M  315M 60.0G|6.0   0   0|   0     0 |  16M  984M|23-03 07:14:05
   0     0 |   0     0 |17.4 12.6 7.45|2677M 65.0M  315M 60.0G|6.0   0   0|   0     0 |  16M  984M|23-03 07:14:06
   0     0 |   0     0 |16.4 12.4 7.44|2836M 65.0M  315M 59.9G|6.0   0   0|   0     0 |  16M  984M|23-03 07:14:07
   0     0 |   0     0 |16.4 12.4 7.44|2836M 65.0M  315M 59.9G|6.0   0   0|   0     0 |  16M  984M|23-03 07:14:08
   0     0 |   0     0 |16.4 12.4 7.44|2836M 65.0M  315M 59.9G|6.0   0   0|   0     0 |  16M  984M|23-03 07:14:09
   0     0 |   0     0 |16.4 12.4 7.44|2835M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:10
   0     0 |   0     0 |16.4 12.4 7.44|2835M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:11
   0  1988k|   0     0 |15.4 12.3 7.42|2835M 65.0M  315M 59.9G|5.0   0   0|   0  43.0 |  16M  984M|23-03 07:14:12
   0     0 |   0     0 |15.4 12.3 7.42|2835M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:13
   0     0 |   0     0 |15.4 12.3 7.42|2835M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:14
   0     0 |   0     0 |15.4 12.3 7.42|2835M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:15
   0     0 |   0     0 |15.4 12.3 7.42|2835M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:16
   0    16k|   0     0 |14.6 12.2 7.41|2834M 65.0M  315M 59.9G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:14:17
   0     0 |   0     0 |14.6 12.2 7.41|2834M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:18
   0     0 |   0     0 |14.6 12.2 7.41|2834M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:19
   0     0 |   0     0 |14.6 12.2 7.41|2833M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:20
   0     0 |   0     0 |14.6 12.2 7.41|2833M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:21
   0     0 |   0     0 |13.8 12.1 7.40|2833M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:22
   0     0 |   0     0 |13.8 12.1 7.40|2833M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:23
   0     0 |   0     0 |13.8 12.1 7.40|2833M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:24
   0     0 |   0     0 |13.8 12.1 7.40|2833M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:25
   0     0 |   0     0 |13.8 12.1 7.40|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:26
   0     0 |   0     0 |13.1 12.0 7.38|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:27
   0    12k|   0     0 |13.1 12.0 7.38|2832M 65.0M  315M 59.9G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:14:28
   0     0 |   0     0 |13.1 12.0 7.38|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:29
   0     0 |   0     0 |13.1 12.0 7.38|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:30
   0     0 |   0     0 |13.1 12.0 7.38|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:31
   0     0 |   0     0 |12.5 11.8 7.37|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:32
   0     0 |   0     0 |12.5 11.8 7.37|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:33
   0     0 |   0     0 |12.5 11.8 7.37|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:34
   0    12k|   0     0 |12.5 11.8 7.37|2832M 65.0M  315M 59.9G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:14:35
   0     0 |   0     0 |12.5 11.8 7.37|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:36
   0     0 |   0     0 |11.9 11.7 7.36|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:37
   0     0 |   0     0 |11.9 11.7 7.36|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:38
   0     0 |   0     0 |11.9 11.7 7.36|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:39
   0     0 |   0     0 |11.9 11.7 7.36|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:40
   0     0 |   0     0 |11.9 11.7 7.36|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:41
   0  1808k|   0     0 |11.3 11.6 7.34|2831M 65.0M  315M 59.9G|5.0   0   0|   0  45.0 |  16M  984M|23-03 07:14:42
   0     0 |   0     0 |11.3 11.6 7.34|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:43
   0     0 |   0     0 |11.3 11.6 7.34|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:44
   0     0 |   0     0 |11.3 11.6 7.34|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:45
   0    12k|   0     0 |11.3 11.6 7.34|2831M 65.0M  315M 59.9G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:14:46
   0     0 |   0     0 |10.8 11.5 7.33|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:47
   0    12k|   0     0 |10.8 11.5 7.33|2831M 65.0M  315M 59.9G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:14:48
